"Binalonan, Pangasinan — Central Agricultural Production Dataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crop
Type",Barangay,Month,Year,"Season /
Period",Phase,"Rainfall
(mm/day)","Avg Temp
(°C)","Min Temp
(°C)","Max Temp
(°C)","Humidity
(%)","Surface
Pressure (kPa)","Solar Rad.
(MJ/m²/day)","Climate
Type","Climate
Season",Soil Type,Terrain Type,"Elevation
(m asl)","Nearest
Water Body","Land Size
(ha)","Irrigated
Area (ha)","Rainfed
Area (ha)","Total Area
Planted (ha)","Area
Harvested (ha)","Production
(MT)","Yield
(MT/ha)","Primary Planting
Technique",Tillage Method,Water Management
Palay,Cili,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Alibeng River,264.60,40.00,128.00,168.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Linmansangan,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,492.24,65.50,146.00,211.50,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sumabnit,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,133.30,123.70,257.00,,,,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,377.16,139.00,164.00,303.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Mangkasuy,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,90.00,262.00,352.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,103.50,30.50,134.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Balangobong,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,281.40,120.00,15.00,135.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,San Felipe Central,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,452.76,117.00,62.00,179.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Felipe Sur,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,127.50,50.50,178.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Sur,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,150.90,29.10,180.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sta. Maria Norte,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,24.50,43.50,68.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Bugayong,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,25.95,52.05,78.00,,,,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
Palay,Santiago,June,2020,WS 2020,Planting,10.81,27.71,23.31,34.01,81.02,98.26,22.26,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,283.08,103.60,145.40,249.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Balangobong,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,281.40,110.61,43.84,15.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Bued,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Tagamusing River,210.84,83.58,41.18,37.50,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Bugayong,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,24.50,41.45,52.05,,,,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
Palay,Camanggaan,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,244.44,38.85,134.09,68.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Capas,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,377.16,117.69,156.07,164.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Cili,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Alibeng River,264.60,47.56,43.56,128.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Dumayat,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,266.28,48.74,42.94,30.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Linmansangan,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,492.24,65.50,147.19,129.50,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Mangkasuy,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,65.50,164.00,262.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Moreno,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Moderately Sloping / Highland,90,Alibeng River,641.76,65.50,130.56,116.60,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention; terrace or bund-assisted water retention essential on slopes
Palay,Pasileng Norte,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,65.50,25.35,2.65,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Sur,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,130.40,36.61,29.10,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Felipe Central,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,452.76,130.40,37.71,62.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Felipe Sur,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,130.40,38.87,50.50,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,53.09,38.17,30.50,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Santiago,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,283.08,130.40,116.29,144.90,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sta. Catalina,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,65.50,158.10,180.00,,,,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk; terrace or bund-assisted water retention essential on slopes
Palay,Sta. Maria Norte,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,30.49,39.11,43.50,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sumabnit,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,130.40,116.60,123.70,,,,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Tabuyoc,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,277.20,130.40,80.19,5.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Vacante,June,2023,WS 2023,Planting,12.88,27.25,23.24,32.84,85.62,98.18,18.77,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Aloragat River,484.68,24.50,116.60,81.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Pasileng Norte,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,,2.17,17.36,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Tabuyoc,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,277.20,,,,4.00,10.87,2.72,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Bued,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Tagamusing River,210.84,,,,24.01,106.30,4.43,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Dumayat,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,266.28,,,,8.00,30.24,3.78,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Camanggaan,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,244.44,,,,16.00,60.00,3.75,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Vacante,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Aloragat River,484.68,,,,2.68,7.77,2.90,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sta. Catalina,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,,,,21.00,83.58,3.98,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk; terrace or bund-assisted water retention essential on slopes
Palay,Moreno,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Moderately Sloping / Highland,90,Alibeng River,641.76,,,,19.00,76.19,4.01,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention; terrace or bund-assisted water retention essential on slopes
Palay,Cili,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Alibeng River,264.60,,,,17.54,31.06,1.77,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Linmansangan,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,492.24,,,,40.86,20.23,0.50,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sumabnit,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,,,,3.23,9.57,2.96,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,377.16,,,,9.00,27.09,3.01,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Mangkasuy,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,,,,11.00,55.99,5.09,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,,,,1.05,8.40,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Balangobong,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,281.40,,,,39.81,191.46,4.81,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,San Felipe Central,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,452.76,,,,10.00,46.15,4.62,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Felipe Sur,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,,,,5.75,25.56,4.45,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Sur,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,,,,6.60,31.64,4.79,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sta. Maria Norte,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,,,,1.05,5.38,5.12,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Bugayong,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,,,,25.10,117.29,4.67,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
Palay,Santiago,October,2016,WS 2016,Harvest,16.23,26.00,21.16,32.03,87.93,98.16,16.33,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,283.08,,,,3.47,10.92,3.15,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Pasileng Norte,October,2017,WS 2017,Harvest,6.92,26.35,21.79,32.06,85.04,98.08,16.96,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,,2.25,18.00,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Tabuyoc,October,2017,WS 2017,Harvest,6.92,26.35,21.79,32.06,85.04,98.08,16.96,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,277.20,,,,4.00,11.07,2.77,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Bued,October,2017,WS 2017,Harvest,6.92,26.35,21.79,32.06,85.04,98.08,16.96,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Tagamusing River,210.84,,,,24.54,109.51,4.46,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Dumayat,October,2017,WS 2017,Harvest,6.92,26.35,21.79,32.06,85.04,98.08,16.96,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,266.28,,,,19.09,25.11,1.32,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Camanggaan,October,2017,WS 2017,Harvest,6.92,26.35,21.79,32.06,85.04,98.08,16.96,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,244.44,,,,2.50,20.00,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Vacante,October,2017,WS 2017,Harvest,6.92,26.35,21.79,32.06,85.04,98.08,16.96,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Aloragat River,484.68,,,,2.63,5.27,2.00,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sta. Catalina,October,2017,WS 2017,Harvest,6.92,26.35,21.79,32.06,85.04,98.08,16.96,Type I – Tropical Monsoon (PAGASA),Wet,Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,,,,13.00,32.23,2.48,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk; terrace or bund-assisted water retention essential on slopes
